606,Worked well,"I like that you fill the water up side up, as oppose to from bottom for most humidifiers"
607,Great Humidifier,"I bought this humidifier to use it in my room as I¡¯ve been  suffering from bad allergies, Just in my second day using the product and I am not disappointed, this unit does the job, I love that you can use essential oil in the small tray located in the back of the unit, i also love the way you can control all the unit functions and timer with the app, this was a plus for me."
608,Excellent support and works as advertised,"So when I initially received the product, it was a dud, it kept complaining that it there was no enough water. Contacted support and after a couple of exchanges they sent me a replacement with no hassle. The replacement unit works perfectly. Previous humidifiers and we've used a lot of different ones all had us filling up water on a near daily basis. And filling them up required turning them upside down which is a choir. I love the way this model can easily fill from the top, can easily connect to Alexa, can set schedules, and properly maintain a cerain range of humidity in the room. Definitely made our lives easier than all our previous models."
609,Had issues connecting to the Wi-Fi,I normally don¡¯t write reviews to the point that I got so frustrated and I had to write this review overall I would say the product is absolutely great but it¡¯s major downfall would be problems connecting the device to the Wi-Fi spent several hours repeatedly trying again for failure I will advise not to get this product if your main reason is to use it with Wi-Fi other than that it¡¯s a great product
610,Great Humidifier,One of the best humidifiers I've ever tried.  Having dry eyes at night keeps me awake but this humidifier has helped and is easy to use due to the phone app to control it.
611,Perfect,Love everything about it
612,Best humidifier ever!!!,I bought this for my husband who gets nose bleeds a lot when the air is too dry. I never can remember to turn these things off though so I wanted one that had a timer. Well this one has a timer but you can also set it on an auto setting to where it comes on and turns off when the air is at the level of humidity you set it for. It has a light inside the water tank which can be on or off. It tells you the humidity In your room on the display. There are various levels and you can set a schedule to turn off the display when going to sleep. I don¡¯t hear it at all when we are alseep. My husband can¡¯t tell sometimes when it is on because it¡¯s so quiet.
613,"Not a good ""Essential Oil Diffuser""","This item is a fairly good humidifier, but is a LOUSY ""Essential Oil Diffuser"".  It never provided enough scent for me to detect unless my face was right in the mist!  You cannot detect the scent in the rest of the room!"
614,Easiest humidifier I have had,"I was looking for a top-fill easy to clean large room humidifier and am glad I selected this one. I have not downloaded the app yet but so far I like the sleek clean look (I got the black color) and I like all of the settings (auto, low, medium, high). I love the digital display and the light."
615,Works well and quiet,I have it in a 14x14 room works well.
616,Amazingly quiet!,"I can't believe how quiet this machine is. The mist is very fine and cool to the touch. This is a huge improvement from my last humidifier. Once you read the instructions, it's easy to figure out the settings too."
